12,4,311.32,0.63,393.44,113.2,1,1,1.0
12,5,819.3,167.7,140.70000000000005,101.30000000000001,1,1,1.0
13,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
13,4,311.32,0.63,393.44,113.2,1,1,1.0
13,5,776.6,157.2,183.39999999999998,111.80000000000001,1,1,1.0
14,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
14,4,311.32,0.63,393.44,113.2,1,1,1.0
14,5,735.6,150.2,224.39999999999998,118.80000000000001,1,1,1.0
14,6,0.0,176.89,17.6,46.10000000000002,1,1,1.0
15,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
15,4,311.32,0.63,393.44,113.2,1,1,1.0
15,5,694.4,142.2,265.6,120.10000000000002,1,1,1.0
15,6,0.0,164.71,36.2,74.48999999999998,1,1,1.0
16,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
16,4,311.32,0.63,393.44,113.2,1,1,1.0
16,5,654.5,137.0,279.5,115.0,1,1,1.0
16,6,0.0,164.71,54.0,86.88999999999999,1,1,1.0
17,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
17,4,311.32,0.63,393.44,113.2,1,1,1.0
17,5,618.3,128.4,264.1,112.6,1,1,1.0
17,6,0.0,164.71,74.3,104.78999999999999,1,1,1.0
18,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
18,4,311.32,0.63,393.44,113.2,1,1,1.0
18,5,582.7,119.36,252.39999999999998,111.44000000000001,1,1,1.0
18,6,0.0,164.71,94.8,116.28999999999999,1,1,1.0
19,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
19,4,311.32,0.63,393.44,113.2,1,1,1.0
19,5,547.78,111.38,251.42000000000007,110.42000000000002,1,1,1.0
19,6,0.0,173.7,119.7,122.30000000000001,1,1,1.0
20,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
20,4,311.32,0.63,393.44,113.2,1,1,1.0
20,5,515.23,108.35,237.76999999999998,103.65,1,1,1.0
20,6,0.0,181.3,141.6,126.80000000000001,1,1,1.0
21,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
21,4,311.32,0.63,393.44,113.2,1,1,1.0
21,5,483.44,106.83,228.66000000000003,96.86999999999999,1,1,1.0
21,6,0.0,189.6,168.8,131.4,1,1,1.0
22,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
22,4,311.32,0.63,393.44,113.2,1,1,1.0
22,5,456.2,100.78,222.59999999999997,95.32,1,1,1.0
22,6,0.0,198.0,198.1,138.89999999999998,1,1,1.0
23,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
23,4,311.32,0.63,393.44,113.2,1,1,1.0
23,5,427.08,95.3,212.52000000000004,93.50000000000001,1,1,1.0
23,6,11.35,206.2,217.65,144.60000000000002,1,1,1.0
24,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
24,4,311.32,0.63,393.44,113.2,1,1,1.0
24,5,399.2,92.02,204.3,88.08,1,1,1.0
24,6,33.22,215.49,230.78,154.40999999999997,1,1,1.0
25,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
25,4,311.32,0.63,393.44,113.2,1,1,1.0
25,5,376.51,86.8,191.40999999999997,87.2,1,1,1.0
25,6,56.5,225.4,242.39999999999998,162.99999999999997,1,1,1.0
26,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
26,4,311.32,0.63,393.44,113.2,1,1,1.0
26,5,351.18,82.6,191.41000000000003,84.16,1,1,1.0
26,6,82.36,236.16,257.49,175.08,1,1,1.0
27,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
27,4,311.32,0.63,393.44,113.2,1,1,1.0
27,5,330.07,79.0,185.32999999999998,82.33000000000001,1,1,1.0
27,6,110.11,248.22,284.59,187.17999999999998,1,1,1.0
28,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
28,4,311.32,0.63,393.44,113.2,1,1,1.0
28,5,308.3,73.49,176.5,82.32000000000001,1,1,1.0
28,6,141.2,260.3,295.95,199.81,1,1,1.0
29,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
29,4,311.32,0.63,393.44,113.2,1,1,1.0
29,5,287.48,72.26,172.32,78.24,1,1,1.0
29,6,172.0,271.12,323.4,216.48000000000002,1,1,1.0
29,7,911.97,177.14,48.02999999999997,74.96000000000001,1,1,1.0
30,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
30,4,311.32,0.63,393.44,113.2,1,1,1.0
30,5,267.6,68.75,168.2,76.55000000000001,1,1,1.0
30,6,209.46,288.6,350.03999999999996,232.29999999999995,1,1,1.0
30,7,864.5,168.0,95.5,84.1,1,1,1.0
31,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
31,4,311.32,0.63,393.44,113.2,1,1,1.0
31,5,247.84,66.56,163.76000000000002,73.84,1,1,1.0
31,6,252.0,304.9,374.4,235.10000000000002,1,1,1.0
31,7,814.0,145.2,146.0,106.9,1,1,1.0
32,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
32,4,311.32,0.63,393.44,113.2,1,1,1.0
32,5,229.97,62.44,155.53,73.84,1,1,1.0
32,6,294.91,326.0,411.19,214.0,1,1,1.0
32,7,769.1,139.1,190.89999999999998,113.0,1,1,1.0
33,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
33,4,311.32,0.63,393.44,113.2,1,1,1.0
33,5,214.08,60.36,151.31999999999996,70.44000000000001,1,1,1.0
33,6,344.32,340.6,416.78000000000003,199.39999999999998,1,1,1.0
33,7,727.0,124.59,177.74,104.71000000000001,1,1,1.0
34,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
34,4,311.32,0.63,393.44,113.2,1,1,1.0
34,5,197.7,56.8,145.60000000000002,70.44,1,1,1.0
34,6,401.6,366.4,457.2099999999999,173.60000000000002,1,1,1.0
34,7,685.4,120.9,255.39999999999998,112.9,1,1,1.0
35,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
35,4,311.32,0.63,393.44,113.2,1,1,1.0
35,5,182.05,53.76,140.42000000000002,67.81,1,1,1.0
35,6,468.66,391.11,451.04,148.89,1,1,1.0
35,7,646.54,112.43,245.46000000000004,109.37,1,1,1.0
36,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
36,4,311.32,0.63,393.44,113.2,1,1,1.0
36,5,167.71,49.82,138.65,67.81,1,1,1.0
36,6,539.03,416.24,401.6700000000001,123.75999999999999,1,1,1.0
36,7,609.61,105.36,239.18999999999994,107.44000000000001,1,1,1.0
37,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
37,4,311.32,0.63,393.44,113.2,1,1,1.0
37,5,153.47,48.98,133.63000000000002,66.12,1,1,1.0
37,6,618.8,445.58,341.20000000000005,94.42000000000002,1,1,1.0
37,7,576.1,97.82,226.60000000000002,105.18,1,1,1.0
38,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
38,4,311.32,0.63,393.44,113.2,1,1,1.0
38,5,140.08,48.09,128.31999999999996,64.50999999999999,1,1,1.0
38,6,717.6,476.4,242.39999999999998,63.60000000000002,1,1,1.0
38,7,541.5,92.46,220.5,101.34000000000002,1,1,1.0
39,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
39,4,311.32,0.63,393.44,113.2,1,1,1.0
39,5,124.65,44.94,128.32,63.8,1,1,1.0
39,6,832.6,508.8,127.39999999999998,31.19999999999999,1,1,1.0
39,7,512.18,83.98,208.92000000000007,100.52,1,1,1.0
40,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
40,4,311.32,0.63,393.44,113.2,1,1,1.0
40,5,113.07,42.63,122.93,62.27,1,1,1.0
40,7,479.0,80.89,204.29999999999995,95.11,1,1,1.0
41,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
41,4,311.32,0.63,393.44,113.2,1,1,1.0
41,5,99.18,41.08,119.82,60.72,1,1,1.0
41,7,448.91,76.3,200.48999999999995,91.2,1,1,1.0
42,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
42,4,311.32,0.63,393.44,113.2,1,1,1.0
42,5,86.84,38.0,117.46000000000001,60.709999999999994,1,1,1.0
42,7,421.9,70.9,191.20000000000005,91.19999999999999,1,1,1.0
43,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
43,4,311.32,0.63,393.44,113.2,1,1,1.0
43,5,72.18,35.68,117.45999999999998,60.720000000000006,1,1,1.0
43,7,392.6,75.5,188.09000000000003,78.9,1,1,1.0
44,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
44,4,311.32,0.63,393.44,113.2,1,1,1.0
44,5,61.4,32.6,115.88999999999999,60.71,1,1,1.0
44,7,367.91,63.2,180.38999999999993,84.99999999999999,1,1,1.0
45,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
45,4,311.32,0.63,393.44,113.2,1,1,1.0
45,5,51.4,31.8,112.78,57.66,1,1,1.0
45,7,344.76,55.5,175.74,86.53,1,1,1.0
46,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
46,4,311.32,0.63,393.44,113.2,1,1,1.0
46,5,41.37,29.5,108.85999999999999,58.400000000000006,1,1,1.0
46,7,320.07,55.5,168.76,81.9,1,1,1.0
47,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
47,4,311.32,0.63,393.44,113.2,1,1,1.0
47,5,29.8,27.18,108.86,58.4,1,1,1.0
47,7,300.01,54.76,162.57999999999998,78.01000000000002,1,1,1.0
48,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
48,4,311.32,0.63,393.44,113.2,1,1,1.0
48,5,18.22,25.64,108.86,58.400000000000006,1,1,1.0
48,7,279.17,50.9,156.43,74.9,1,1,1.0
49,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
49,4,311.32,0.63,393.44,113.2,1,1,1.0
49,5,8.96,23.33,105.03999999999999,58.400000000000006,1,1,1.0
49,7,259.09,47.03,154.13000000000005,74.91,1,1,1.0
50,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
50,4,311.32,0.63,393.44,113.2,1,1,1.0
50,5,2.8,22.52,99.63000000000001,56.89,1,1,1.0
50,7,242.1,43.9,151.1,72.6,1,1,1.0
51,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
51,4,311.32,0.63,393.44,113.2,1,1,1.0
51,5,0.0,22.52,91.6,52.980000000000004,1,1,1.0
51,7,224.35,41.6,141.85,72.6,1,1,1.0
52,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
52,4,311.32,0.63,393.44,113.2,1,1,1.0
52,5,0.0,18.66,81.57,52.980000000000004,1,1,1.0
52,7,204.29,37.74,141.85,72.6,1,1,1.0
53,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
53,4,311.32,0.63,393.44,113.2,1,1,1.0
53,5,0.0,17.88,72.3,52.99000000000001,1,1,1.0
53,7,191.9,36.2,134.99999999999997,69.5,1,1,1.0
54,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
54,4,311.32,0.63,393.44,113.2,1,1,1.0
54,5,0.0,16.34,61.5,52.989999999999995,1,1,1.0
54,7,175.7,33.11,130.40000000000003,70.29,1,1,1.0
55,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
55,4,311.32,0.63,393.44,113.2,1,1,1.0
55,5,0.0,14.03,53.01,52.980000000000004,1,1,1.0
55,7,161.0,33.88,128.10000000000002,68.72,1,1,1.0
56,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
56,4,311.32,0.63,393.44,113.2,1,1,1.0
56,5,0.0,13.25,44.52,52.989999999999995,1,1,1.0
56,7,148.65,32.34,124.24999999999997,66.36,1,1,1.0
57,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
57,4,311.32,0.63,393.44,113.2,1,1,1.0
57,5,0.0,12.48,35.3,49.92,1,1,1.0
57,7,135.54,31.57,118.06,66.36000000000001,1,1,1.0
58,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
58,4,311.32,0.63,393.44,113.2,1,1,1.0
58,5,0.0,11.71,26.81,49.92,1,1,1.0
58,7,120.11,27.71,118.05999999999999,65.55000000000001,1,1,1.0
59,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
59,4,311.32,0.63,393.44,113.2,1,1,1.0
59,5,0.0,14.0,19.87,45.31,1,1,1.0
59,7,110.08,26.9,115.02,65.58000000000001,1,1,1.0
60,3,89.16,0.63,226.6,61.599999999999994,1,1,1.0
60,4,311.32,0.63,393.44,113.2,1,1,1.0
60,5,0.0,14.0,9.1,45.31,1,1,1.0
60,7,99.27,24.58,108.83,65.59,1,1,1.0
